"Median_house_value","Median_household_income","Mean_household_income","POPULATION","Total_units","Vacant_units","Owners","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","LATITUDE","LONGITUDE"
320000,105573,115814,6347,2067,133,93.6,6.7,3.11,3.1,35.424071,-119.101696
300000,39468,67727,4086,1820,170,54.1,5.1,2.53,2.59,35.416668,-119.0736
275100,97407,108436,3764,1392,40,86.5,6.4,2.91,1.89,35.406319,-119.082812
248600,55904,71248,2795,898,36,23.8,4.8,3.17,2.74,35.397802,-119.084839
256900,82058,88602,3598,1344,73,86.9,5.9,2.89,3.64,35.401846,-119.066875
54100,26823,32280,6931,2887,330,21,4,2.47,2.82,35.393299,-119.011145
167800,60952,85498,4825,1941,79,72.2,5.6,2.58,2.68,35.396304,-118.995674
166900,58478,62012,4925,1657,115,64.5,5.6,2.95,3.43,35.402368,-118.976955
183400,57324,68754,3340,1422,227,68.5,5.7,3.03,3,35.403806,-118.963066
176800,46607,60155,3653,1494,142,60.9,5.6,2.81,2.84,35.40425,-118.954577
159500,53605,64026,4008,1500,28,56.7,4.9,2.45,2.68,35.387419,-118.958961
192700,42831,57179,2483,886,57,59,5.1,3.8,2.94,35.379337,-118.958608
176200,44821,57841,4355,1337,61,65.6,5.5,3.01,3.14,35.379486,-118.940891
141800,44942,49250,2463,671,37,73.3,5.3,3.74,4.23,35.380157,-118.9248
196200,71597,79378,5493,1939,149,63.4,5.4,3.25,2.83,35.402656,-118.942888
339500,102175,122044,2406,943,128,90.3,6.8,2.62,2.41,35.388206,-118.940844
211800,48449,77723,9904,3867,125,57.4,5.2,2.75,2.48,35.401587,-118.91687
193800,57742,63268,9186,2694,302,71.5,5.7,3.68,4.61,35.365651,-118.901942
161400,34150,40786,4413,1264,129,64.1,5.2,3.39,3.92,35.369448,-118.925515
129400,33814,43575,6682,1878,56,61.1,4.8,3.51,4.19,35.370035,-118.941265
122600,29107,35737,4782,1263,100,36.8,4.2,4.7,4.65,35.372903,-118.958083
155900,40586,54586,2895,840,83,60.8,4.9,4.16,3.45,35.387345,-118.973372
127800,24269,33730,6264,1858,343,23.8,3.9,4.43,3.22,35.378375,-118.973726
119400,33164,37107,7559,2257,346,13.2,4.2,4.55,3.9,35.382545,-118.985438
111000,28677,36462,7766,2404,349,34.8,4.4,3.57,3.6,35.392365,-118.98643
128100,36576,36984,3147,787,79,26.6,4.3,2.77,3.85,35.371879,-118.988892
130400,16442,28353,1390,702,136,22.3,3.4,2.73,1.9,35.377393,-119.01352
249500,46425,86030,4287,1997,196,54.1,5,2.09,1.64,35.381815,-119.03056
177300,44474,55607,5579,2235,123,49.2,4.9,3.19,2.74,35.36005,-119.048522
232000,63133,76195,5408,2241,130,46.7,5.7,2.73,2.28,35.358217,-119.074993
177500,43967,61153,3434,1477,112,53.3,5,2.49,3.01,35.361632,-119.033885
178800,34100,47052,4679,2005,185,30.5,4.5,2.79,2.81,35.362148,-119.024285
160300,18714,30704,7111,2487,264,21.7,4.2,3.16,3.14,35.361348,-119.012028
119600,23513,26721,3852,1054,173,45.4,4.7,3.87,4.22,35.360851,-118.998795
109400,19086,23926,6537,1826,175,33.5,4.5,3.24,3.57,35.361577,-118.987523
151200,35597,42487,9743,2648,188,66.1,5.1,3.97,4,35.360932,-118.952439
159700,25041,30993,3378,818,28,56.5,4.8,4.4,3.7,35.365069,-118.974039
172800,36529,47177,7478,2172,172,53.9,5.1,3.33,3.39,35.341151,-118.944191
107400,25305,32101,9122,2564,378,41,4.7,3.59,3.68,35.339392,-118.990345
165400,32353,42908,3539,1015,87,50.1,5,3.49,3.99,35.346909,-119.013855
125300,45469,55477,5370,1994,277,58.3,5.2,3.71,3.09,35.346462,-119.028921
197600,43474,52878,2672,1568,139,71,4.9,1.79,1.92,35.343978,-119.067628
272200,52321,70487,2176,1083,216,27.8,4.1,2.46,1.98,35.347521,-119.095776
387200,101974,138982,3894,1496,108,86.6,6.9,2.72,3.26,35.344145,-119.083224
311200,63346,94900,7257,2893,22,53.9,6,2.97,2.47,35.330302,-119.09974
423900,118063,160170,3854,1522,77,92.5,7.2,2.52,2.53,35.339142,-119.120288
157600,28063,32039,5215,2252,245,25.4,4.2,1.77,2.55,35.349788,-119.053763
151700,32582,41382,4161,1799,215,29.3,4.3,3,2.61,35.343735,-119.05135
168100,37018,47279,4158,1675,170,40,4.4,2.92,2.7,35.335738,-119.049337
157800,46155,49881,4282,1506,73,48.8,5,3.2,3.22,35.328783,-119.048071
109900,44550,49890,5465,1874,123,57.7,4.9,3.3,3.02,35.326106,-119.061645
197400,43029,53049,5173,1852,142,39.1,4.9,2.79,2.76,35.327867,-119.070186
237800,91548,93294,3761,1500,92,67.6,5.7,2.42,3.04,35.332423,-119.085617
206800,56902,63454,4586,1843,94,45.6,5.1,2.65,2.75,35.323036,-119.081813
272100,92361,104584,6301,1981,52,85.9,6.4,3.23,3.39,35.318514,-119.119292
178800,69537,69680,4897,1664,134,70.5,5.5,2.81,3.7,35.315987,-119.102058
153500,35513,45685,7449,2456,229,41.6,4.9,3.21,3.21,35.331359,-119.029016
86700,34291,44846,7374,2137,139,51.8,4.7,3.99,3.56,35.331759,-119.013738
114800,36713,42611,3979,1066,39,55.3,5,4.15,3.08,35.304992,-118.996942
154500,53783,57789,5116,1902,75,47.1,4.9,3.1,2.67,35.319813,-119.047453
129800,44848,47986,4784,1518,125,47.4,4.7,3.32,3.39,35.318105,-119.028085
156400,48500,58447,7654,2366,134,58.7,5.4,3.32,3.24,35.301953,-119.047107
149600,40967,48877,5482,1561,83,58.4,5.1,3.63,4.17,35.303575,-119.026327
135500,31767,36931,8264,2592,309,46.1,4.9,3.19,3.98,35.316182,-119.012759
141200,42406,49984,8845,2296,38,71.1,5.4,3.68,4.73,35.303352,-119.012625
230700,72250,80915,15296,4281,595,77.6,6.4,3.53,4.11,35.302919,-119.100968
179700,74900,76886,5414,1718,70,84.5,5.9,3.44,2.86,35.302274,-119.065957
159100,46577,56988,15579,4241,381,70.2,5.4,3.74,4.18,35.283297,-119.011295
239800,93206,103098,2383,788,33,87.2,6.4,2.97,2.59,35.350528,-119.154522
367600,103179,129787,9386,3004,297,77.8,6.7,3.1,3.3,35.309898,-119.124626
193700,59476,73716,8998,2382,0,70.9,6,3.64,4.87,35.288174,-119.04352
228500,66250,68432,12112,2989,124,76.5,6.2,3.87,4.1,35.275984,-119.050302
88300,38482,52958,1471,603,42,68.4,5.3,2.88,3.2,35.069232,-119.414883
163200,49833,64263,5248,991,211,71.5,5.4,2.77,3.55,35.158561,-119.390092
229700,55152,60366,3608,1764,561,70.9,4.9,2.64,2.94,34.820637,-118.961916
238800,54010,74717,4897,2890,1317,83.3,5,2.74,3.1,34.847083,-119.057278
109000,25714,39523,4318,1516,164,53.8,5,2.91,3.1,35.15703,-119.457418
175700,43682,59222,6156,2498,281,58.2,5.6,2.59,3.28,35.143227,-119.460329
117800,43578,49695,4531,1677,259,46.3,4.7,3.36,3.14,35.13382,-119.465413
166700,46250,55327,3953,1156,131,61.6,5.4,3.93,3.64,35.403181,-119.389257
353500,108939,124353,4769,1532,182,93.2,6.9,3.1,1.8,35.397421,-119.162837
259900,94651,103467,15464,4556,435,78.7,6.3,3.44,3.75,35.408148,-119.135628
258800,88173,92553,8774,2749,109,80.3,6.2,3.14,3.65,35.4105,-119.120416
315700,95000,108965,4889,1648,116,84.6,6.7,2.99,2.41,35.409976,-119.100001
203200,69531,77559,3616,1300,124,75.1,5.7,2.79,3.26,35.39211,-119.119023
209100,71324,86380,4439,1584,142,61.2,5.2,2.71,3,35.392522,-119.101221
350700,94755,121618,10984,3630,356,87.8,6.6,3.17,3.83,35.372884,-119.16913
437300,118906,168971,2578,914,57,89.6,7.4,3.03,2.7,35.375673,-119.136701
221500,67604,79135,2661,1058,102,72.2,5.7,2.87,2.71,35.37675,-119.119931
212400,67553,76621,4367,1705,104,46.3,5.1,2.9,2.64,35.366851,-119.104313
331700,103371,111396,7613,2608,149,84.8,6.6,3.05,3.1,35.362769,-119.136275
425000,41250,81481,2250,185,0,42.7,4.7,3.25,4.48,35.505265,-119.132172
168400,40133,47676,7704,1861,132,64.1,5.5,3.82,3.83,35.498262,-119.284106
214800,50856,62625,4917,1529,42,64.6,5.1,3.49,2.62,35.504817,-119.273994
106300,33472,36596,5451,1482,65,47.3,4.5,3.76,4.06,35.496107,-119.278842
233000,49792,63168,1320,393,39,49.4,5.2,3.94,3.69,35.484958,-119.325688
155900,41491,50777,7416,2090,127,58.7,5.2,4.05,3.99,35.586911,-119.346913
165600,44309,53557,7308,2153,146,65.2,5.1,3.59,2.8,35.593273,-119.346239
153800,32674,41065,5437,1463,177,38.1,4.5,4.14,3.7,35.590415,-119.334867
147000,32281,39828,3937,919,146,30.3,4.9,5.08,4.18,35.626024,-119.643587
158500,48070,53682,15845,2751,193,74.9,5.8,4.76,3.65,35.769415,-119.27053
156300,37852,44328,8868,1958,60,57.7,5.6,4.38,4.1,35.674907,-119.23407
87700,26000,30917,4051,981,15,41.8,5,3.49,4.69,35.679469,-119.222529
127400,29974,37395,9297,2479,216,30.3,4.8,3.72,4.15,35.768737,-119.253979
137500,34579,47857,5733,1492,150,38.1,4.5,4.34,3.97,35.784388,-119.245079
204200,46750,53037,8349,2002,48,73.3,5.6,4.17,4.31,35.784042,-119.230658
163000,29013,39694,3543,962,54,36.8,4.6,4.08,3.95,35.76107,-119.236413
172200,35486,58958,7219,2034,149,56.2,5.1,3.47,3.76,35.770228,-119.235441
164300,37276,77635,2564,1220,47,84.4,5.4,2.22,2.98,35.443012,-119.003411
298600,85542,110559,3253,1464,139,84.8,5.7,2.35,2.09,35.414055,-118.847337
216000,36782,58039,5397,4353,1860,76.1,4.4,1.94,2.26,35.7156,-118.469642
153400,31831,46066,4679,2702,522,82.3,4.8,2.24,1.74,35.632607,-118.355773
154200,23826,37810,6158,3735,852,71.9,4.6,1.94,2.05,35.586406,-118.482977
64200,39318,42838,2139,818,246,9.6,5,1.64,3.34,35.638041,-117.653608
201500,61667,72721,6099,2797,159,61.5,5.5,2.43,2.45,35.644279,-117.683411
191200,72243,79370,5094,2174,235,75.5,6.1,2.44,2.99,35.630859,-117.683749
181400,56615,69223,8379,3541,495,65.2,5.3,2.52,2.52,35.610144,-117.68564
198600,59068,68858,6672,2979,330,61.8,5.4,2.7,2.11,35.61689,-117.657861
165800,62739,83904,6275,2943,418,84.3,5.7,2.26,2.28,35.639916,-117.76071
155000,46844,61521,5998,2223,381,77.7,5.4,2.7,3.48,34.864352,-118.230537
161500,55188,62938,7198,3651,811,58.1,5.4,2.53,3.3,35.125747,-117.96536
127100,49614,58724,4198,2130,465,69.2,5.2,2.94,3.67,35.122709,-117.969652
97700,36687,49461,2253,1199,295,52.5,5,2.26,2.91,35.003738,-117.666052
113800,67386,76422,2226,978,375,9.1,5.6,1.09,3.19,34.922906,-117.93708
216700,81417,85102,5997,2031,164,76.5,6,3.74,3.09,34.860007,-118.187154
131100,32109,44676,7379,2942,590,46.1,4.9,3.38,2.63,34.865429,-118.160025
83900,28184,42592,3589,1610,373,51,4.2,2.93,2.71,35.049937,-118.177657
226300,55511,61589,5580,2275,316,54.4,5.2,2.48,3.24,35.137246,-118.486233
177200,43269,72987,1601,957,227,82.6,5.6,2.17,3.41,35.224959,-118.383661
230200,55860,79061,3519,1560,195,82.4,5.4,2.32,2.15,35.146995,-118.505228
280300,63685,87128,5474,2660,455,87.7,5.8,2.79,2.86,35.08381,-118.576183
353000,74954,96315,5956,3053,591,85.9,6.1,2.41,2.72,35.167158,-118.63013
175900,46135,55119,8264,3559,360,58.1,5.1,2.65,2.51,35.12324,-118.44806
226000,36044,45122,2877,885,95,41.5,5.5,3.39,4.15,35.27547,-118.924212
187300,33779,45817,6401,1268,192,60.2,5.5,4.93,4.77,35.192432,-118.84137
138500,31920,43473,4004,1115,16,64.7,5.1,3.58,3.58,35.214332,-118.83237
117700,25792,30422,6784,1850,76,35.5,4.9,4.23,4.43,35.201431,-118.83755
144800,34824,38941,3895,1036,191,41.8,4.6,4,4.73,35.203505,-118.828153
112200,35303,41990,8320,2044,77,53.9,4.8,4.67,4.38,35.261989,-118.909327
123000,36676,46579,5824,1375,82,48.3,4.6,4.96,4.39,35.259122,-118.919185
99100,26813,33007,3564,935,144,40.1,4.5,4.05,4.29,35.243862,-118.918128
108600,33886,45083,5152,1473,398,61.3,4.5,2.3,2.55,35.112034,-117.901808
359000,56222,69187,3457,1252,49,64.6,5.8,2.96,3.26,36.402803,-119.622217
351800,40208,75824,2271,837,84,60.3,5.5,2.7,2.81,36.366839,-119.834801
625000,42225,53480,7446,1579,49,0.2,5.3,5,3.51,36.261247,-119.887038
254600,62738,75440,5280,1756,136,65.6,5.4,2.88,2.77,36.294778,-119.795039
206900,60429,70352,5281,1804,57,56.2,5.5,3.17,2.99,36.317069,-119.777792
224000,67658,76430,9791,3194,169,63,5.6,3.43,3.34,36.303189,-119.795252
203400,45065,49452,6281,2045,200,43,5,3.24,2.88,36.304412,-119.776016
193800,46362,57868,5476,1602,87,66.5,5.5,3.18,3.61,36.317365,-119.709386
268700,85203,95432,10021,2987,142,74.3,6.3,3.25,3.15,36.353704,-119.665952
270700,69902,89208,5676,2547,387,62.6,5.5,3.14,2.03,36.357601,-119.650925
223600,65762,75604,5321,1954,73,78.6,6.1,2.83,3.03,36.357032,-119.639628
191100,63563,72642,4382,1656,52,73.3,5.3,2.74,2.87,36.349511,-119.631222
173000,41474,49060,4858,1656,64,48.7,5.4,3.12,3.74,36.333775,-119.625829
139400,37002,43742,8057,2988,255,36.4,4.6,2.87,2.95,36.335452,-119.646145
242800,72431,77458,4176,1535,192,66.9,5.6,2.92,2.57,36.334843,-119.671415
165100,33443,38013,4424,1339,121,37.2,4.9,3.73,3.65,36.318596,-119.663663
174100,53951,64294,5699,1562,65,67.9,5.3,3.83,3.98,36.308491,-119.663774
120000,30750,37819,6613,1878,142,46.7,5,3.31,3.91,36.310299,-119.643075
328200,58018,81811,2507,910,55,59.6,5.9,2.97,3.18,36.267703,-119.626288
183900,26555,41578,3761,1103,96,23.7,5,3.44,3.79,36.102149,-119.577185
147700,34049,42244,3002,792,21,57.5,5,3.68,4.28,36.087844,-119.56416
155000,26397,35516,2384,679,104,55.5,5.1,3.41,3.64,36.098519,-119.561157
137300,36517,56694,4619,1337,24,62.3,5.2,3.61,3.86,36.100944,-119.573559
129500,42895,54582,4516,1159,91,60.9,5.5,4.25,4.51,36.135112,-119.860421
162300,29183,40280,9142,3382,102,37.1,5,4.2,4.19,36.004264,-120.129442
282200,42243,53050,3121,1613,580,82.2,4.7,2.58,2.68,39.16971,-122.924761
287800,49323,62177,3846,1839,278,73.8,5.3,2.41,2.63,39.076622,-122.91675
249800,37190,61756,5574,2908,507,59.9,4.9,2.42,2.03,39.050893,-122.919212
198200,26938,39172,3222,1900,750,69.4,4.4,2.04,2.97,39.085613,-122.778088
167400,24620,34992,2703,1542,453,45.5,4.2,2.07,1.95,39.125156,-122.851186
239300,40225,52349,3957,3007,1568,69.9,4.7,2.04,2.5,39.02956,-122.663323
211900,28902,38943,4343,2697,627,58.3,4.3,2.09,1.76,38.973212,-122.650666
117400,31250,34693,4029,2080,534,62.7,4.6,2.29,3,38.944386,-122.613476
80600,32941,41157,2894,1672,458,55.4,4.2,2.28,2.84,38.938803,-122.629632
100000,25945,32369,4234,2276,618,37.9,4.2,2.16,2.59,38.956422,-122.635315
300800,50564,64750,6059,3755,1244,70,5,2.23,2.79,38.969234,-122.742751
248800,43537,56548,6045,2581,395,71.4,5,2.62,3.4,38.980142,-122.850042
269400,68500,71079,3865,2296,760,75,4.8,2.57,2.88,38.857456,-122.732945
280900,49907,68088,3198,1634,293,72.3,5.1,2.79,2.27,38.881438,-122.587491
287600,54969,67283,7575,3641,722,71.2,5.1,2.62,3.38,38.785728,-122.578735
228600,51146,64872,1822,850,331,84.4,5.4,2.41,2.77,41.036265,-121.021366
181200,46750,57926,2534,2139,1146,65.5,5.4,1.93,2.49,40.36344,-120.935138
257300,65721,74775,4422,1726,233,81.1,5.5,2.42,3.77,40.380289,-120.620659
169500,60203,64429,3616,1914,168,53.4,4.7,2.72,1.98,40.419545,-120.635781
179300,26397,38483,1939,1071,138,32.8,4.4,2.23,2.66,40.412846,-120.653532
188900,52300,62887,4146,2146,66,62.1,5.1,2.4,2.25,40.430196,-120.65963
285500,62700,68185,9422,494,126,74.5,5.6,2.22,2.26,40.399407,-120.500005
280900,72015,79357,3213,1112,73,79.5,5.5,3.04,2.07,40.292665,-120.512561
181600,42250,54802,3781,1264,338,70.4,4.9,2.43,1.7,40.105073,-120.156303
409800,62813,77563,4731,1744,100,54.4,4.3,3.19,2.71,34.259055,-118.292918
491300,90563,111875,3664,1375,119,88.1,5.6,2.96,2.05,34.266714,-118.290785
298400,41923,49754,5990,2357,133,18.9,3.4,3.23,2.84,34.253359,-118.290013
365200,48224,55521,3363,1300,120,40.1,4.3,2.5,2.22,34.251142,-118.282327
501700,64009,91057,4199,1578,66,87.6,5.4,2.76,2.24,34.245913,-118.270994
465000,69856,72941,3903,1510,123,71.1,5,2.77,2.54,34.245614,-118.28955
552000,68849,93040,1740,659,0,82.1,5.8,2.84,1.58,34.224718,-118.356468
471900,101875,106056,3648,1309,0,76.6,5,2.58,2,34.21387,-118.344154
441500,47422,76118,1731,577,0,71.6,4.9,3.23,2.25,34.209918,-118.349582
582900,65714,73492,3851,1283,67,70.3,5.3,2.81,2.67,34.239378,-118.349745
445500,83102,86039,2670,971,54,85.1,5.4,3.32,2.49,34.269903,-118.30727
402300,79457,82678,4751,1682,110,72.1,5.2,3.23,2.52,34.263373,-118.307572
467000,73606,89499,6150,2326,55,67.8,5.7,3.24,2.58,34.268172,-118.332581
691800,103173,121198,3819,1406,100,85.5,5.8,2.55,2.47,34.256616,-118.356358
404100,60149,69564,6143,2563,83,64.5,4.9,2.92,2.63,34.256193,-118.312358
369700,68728,79292,4085,838,99,79.8,6.1,4.74,4.75,34.282457,-118.392536
230700,40516,48804,5412,1519,150,42.2,5.1,3.98,3.75,34.275025,-118.406267
350000,42143,50424,5256,1344,96,37.6,5,4.66,3.58,34.272717,-118.398668
366700,76773,76481,4175,1207,72,82.2,5.7,3.09,2.86,34.280515,-118.380459
314700,46152,55418,4780,925,34,76,5.7,5.1,3.96,34.28576,-118.416374
312900,34875,47243,5210,1114,75,43,4.8,5.43,3.88,34.279332,-118.41116
187500,47328,69229,3375,726,48,65.6,5.5,4.83,4.33,34.283877,-118.403375
337300,59646,69097,4921,927,32,72.7,5.6,5.71,5.97,34.277523,-118.428643
318000,49278,59073,5998,1231,107,62.4,5,4.78,5.3,34.273076,-118.41901
331900,59207,65069,3357,690,80,67.9,5.3,5.58,4.09,34.266435,-118.432308
279600,48782,52750,3282,648,34,53.9,5.1,4.54,5.87,34.257555,-118.433024
377100,34487,46065,3236,607,17,37.5,4.9,5.95,4.33,34.263713,-118.429086
323900,48047,51339,3293,688,44,52.3,5,4.71,4.64,34.25569,-118.426042
365900,39250,48828,3672,726,18,52.7,5.5,4.89,4.16,34.26028,-118.419368
292000,43990,51370,3539,751,0,59.5,5.4,4.71,3.74,34.257795,-118.422263
295000,29676,37620,4208,948,35,24,5.1,4.9,4.49,34.268228,-118.415389
227100,41848,47425,2397,528,24,39.7,4.7,5.6,3.82,34.256534,-118.402714
243200,52564,58743,4219,1151,82,67.4,5.1,3.66,3.58,34.263869,-118.405053
304000,60425,62246,5328,1046,0,61.9,5.9,4.96,4.87,34.250716,-118.412292
357100,45859,54076,3514,765,52,36.7,4.8,5.49,4.48,34.246499,-118.416118
285500,33271,34478,2277,592,79,31.2,4.7,3.36,3.38,34.24517,-118.419865
425800,89063,88206,3152,980,99,87.9,6.7,3.03,3.71,34.324265,-118.438907
413400,81067,89394,5557,1413,174,84.3,6.3,3.99,5.7,34.321132,-118.427479
337000,83647,89679,4334,1592,111,80.6,6,3.14,2.95,34.320802,-118.407765
383400,85130,82108,5969,1461,0,90.5,5.8,3.75,4.29,34.3133,-118.416742
379200,65402,66072,3493,907,24,84.9,5.7,3.81,4.08,34.306146,-118.421448
288100,44175,54887,5880,1598,141,49.6,4.9,3.42,3.2,34.303544,-118.428415
322000,60809,67544,3825,873,117,82.3,5.6,4.43,4.78,34.304859,-118.440364
295300,55811,61032,3966,1073,145,62.6,4.9,3.67,3.16,34.316644,-118.446372
356700,67289,74357,4962,1580,115,89.7,6.5,3.39,3,34.320623,-118.45797
172000,32563,32837,2933,849,110,39.8,4.1,3.3,2.83,34.309971,-118.437239
257500,43462,47225,3463,1015,131,22.7,4.4,2.79,3.93,34.313216,-118.44008
458600,77540,98694,5108,1430,27,73.5,6,3.12,3.24,34.319809,-118.477278
256400,51885,62126,5837,1446,56,79,5.8,4.24,3.16,34.30834,-118.459743
630700,103750,120777,2979,992,0,91.9,7.4,3.02,4.31,34.307703,-118.510465
429800,50649,60398,5020,1198,109,50.1,5.2,4.12,3.88,34.302669,-118.468707
625400,118516,119847,2317,803,35,92.7,7,3.02,3.09,34.298841,-118.508506
589300,76771,97326,3236,1067,0,92.9,6.4,2.86,3.38,34.28552,-118.506998
842000,116528,154291,4320,1339,56,98.9,8,3.37,4.36,34.290682,-118.519771
613300,106250,125550,3389,1235,71,96,6.6,2.99,2.04,34.289166,-118.492491
483300,103125,111169,3237,957,9,94.6,6.2,3.43,3.16,34.279762,-118.493928
369600,46339,57134,3890,952,29,62.3,5,4.34,4.48,34.292628,-118.455297
460600,76611,95219,2853,730,44,89.9,6,3.64,4.46,34.289604,-118.459964
345700,65670,76375,3247,751,30,74.8,5.7,4.27,4.61,34.302804,-118.448093
329400,56806,65451,5404,1313,82,80.5,5.7,4.03,3.83,34.297649,-118.450879
616000,98102,124107,2230,817,0,94.6,6.7,2.83,3.98,34.279766,-118.541598
619200,97411,114631,3430,1299,50,80.5,6.8,2.86,3.77,34.280066,-118.554729
776700,137794,157694,3256,1093,21,92.3,7.6,3.21,2.58,34.285619,-118.538982
630500,106667,121845,1698,598,0,97.7,7.3,3.24,3.14,34.294097,-118.545525
656800,101985,114591,5551,1927,0,91.4,6.2,2.89,3.04,34.289618,-118.563671
832500,120294,156761,4895,1835,161,67.5,5.7,3.08,2.1,34.283404,-118.579023
311800,47147,66120,2492,754,19,90.9,5.2,3.11,1.97,34.274642,-118.462284
380900,71125,77418,2669,899,0,79.6,5.5,2.88,2.69,34.277023,-118.475644
397700,68494,87927,3085,910,27,83.7,5.8,3.66,3.38,34.271281,-118.480095
314700,65000,82529,3720,1108,88,75.4,5.2,3.53,3.53,34.268987,-118.45627
344600,56083,59615,4303,1091,18,59.6,5.4,4.55,4.13,34.274133,-118.444168
390200,61287,78637,5020,1328,40,72.7,5.5,3.95,3.54,34.258737,-118.452904
386000,54871,70700,4252,1341,0,57.5,5,3.19,3.13,34.253272,-118.465747
369500,76683,85247,2975,944,23,79.8,5.6,3.31,2.65,34.261505,-118.464595
422100,71875,86007,4493,1337,0,77.9,5.9,3.42,3.63,34.261743,-118.481467
426200,74356,92076,4565,1469,90,80.4,5.4,3.12,2.74,34.253832,-118.481429
475200,75801,87830,2982,946,35,66.5,5.5,3.12,3.27,34.268237,-118.494967
475000,84375,94106,3410,1155,46,86.7,6.1,3.01,3.35,34.274608,-118.507436
455500,81045,92352,5213,1882,125,66,5.6,2.86,3.26,34.268255,-118.513608
677700,129717,174847,5859,1991,89,94.3,7.3,3.13,3.28,34.263581,-118.548062
463100,67548,84989,3375,1458,56,61.1,5.1,2.79,2.11,34.253389,-118.535198
563500,123371,130037,4490,1502,83,91.3,7,2.96,2.67,34.267433,-118.534623
480000,53059,69784,7087,2863,184,34.2,4.4,3.03,2.86,34.260797,-118.51879
517300,59457,78990,4786,1800,118,55.5,5,2.82,2.15,34.25355,-118.51561
456200,50806,61556,7560,2724,0,42.2,4.8,2.76,2.69,34.259588,-118.497296
611100,85863,115198,3558,1153,20,93.2,6.7,3.14,3.17,34.263745,-118.586369
803900,108571,160165,2828,976,56,97.1,8.1,3.09,3.56,34.264065,-118.567957
446300,89461,126088,3787,1663,139,87.9,6.6,2.51,3.14,34.265322,-118.611356
466800,82708,93814,3069,1119,58,58.2,5.8,3.21,3.05,34.26089,-118.601258
425400,81902,96171,4316,1697,0,66.5,5.3,2.64,2.89,34.252911,-118.60551
637000,90208,113514,2125,814,26,78.8,7,2.67,2.65,34.222412,-118.638686
622700,72091,101415,3894,1445,74,83.2,6.6,2.8,1.74,34.225611,-118.612699
330000,46383,55141,6655,2447,211,34.5,4.2,3.57,2.75,34.226039,-118.601788
256100,42530,59443,4667,1609,175,52.4,4.4,3.33,3.22,34.223744,-118.593441
276000,73646,76529,1602,784,71,79.7,4.8,2.31,1.83,34.238727,-118.64884
620200,73188,96336,3661,1378,67,68,5.9,3.03,1.64,34.244404,-118.610292
766000,104625,146076,2201,773,62,82.1,7.7,3.14,3.09,34.247611,-118.558599
458700,78015,85410,4006,1436,37,81.1,5.8,2.96,3.56,34.246343,-118.574424
358400,58563,74030,5473,2471,0,31.3,3.6,2.42,2.25,34.253381,-118.590093
521800,93250,118500,3947,1393,40,91.6,6.8,2.78,3.61,34.253475,-118.573803
446700,71630,80241,5543,1733,99,72.5,5.4,3.21,2.99,34.225193,-118.563158
366600,44779,53520,6109,2116,193,23.7,4.3,3.08,3.39,34.230255,-118.586691
362500,62299,72058,6057,2198,129,52.7,4.5,3.32,3.16,34.225061,-118.584507
740300,109716,137271,5046,1753,62,95.5,7.3,3.06,1.32,34.239422,-118.511412
567400,39934,56835,4444,1761,198,23.5,3.7,2.43,2.18,34.244184,-118.52197
583300,52875,68031,6437,2818,46,21.7,3.4,2.52,2.49,34.243645,-118.5371
445800,55983,68257,4828,1942,141,41.8,4.5,3.02,2.62,34.234095,-118.536237
547700,67969,88547,4156,1729,106,61.6,5.5,2.68,2.33,34.240925,-118.54892
